NAWQA_ID,DATE,TIME,4_2 FTS-RMK,4_2 FTS-VA,6_2 FTS-RMK,6_2 FTS-VA,8_2 FTS-RMK,8_2 FTS-VA,N-EtFOSAA-RMK,N-EtFOSAA-VA,N-MeFOSAA-RMK,N-MeFOSAA-VA,PFBS-RMK,PFBS-V,PFBA-RMK,PFBA-VA,PFDS-RMK,PFDS-VA,PFDA-RMK,PFDA-VA,PFDoA-RMK,PFDoA-VA,PFHpS-RMK,PFHpS-VA,PFHpA-RMK,PFHpA-VA,PFHxS-RMK,PFHxS-VA,PFHxA-RMK,PFHxA-VA,PFNS-RMK,PFNS-VA,PFNA-RMK,PFNA-VA,PFOSA-RMK,PFOSA-VA,PFOS-RMK,PFOS-VA,PFOA-RMK,PFOA-VA,PFPeS-RMK,PFPeS-VA,PFPeA-RMK,PFPeA-VA,PFTeDA-RMK,PFTeDA-VA,PFTrDA-RMK,PFTrDA-VA,PFUnA-RMK,PFUnA-VA
NECBSUS3-03,9/17/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,10.0,,3.6,<,3.7,<,3.7,<,3.7,<,3.7,,4.2,,4.2,,5.9,<,3.7,,21.0,<,3.7,,5.7,,6.6,n,1.0,,6.1,<,3.7,<,3.7,<,3.7
NECBSUS3-04,7/29/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.5,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
NECBSUS3-05,7/30/2019,1100,<,9.1,<,9.1,<,9.1,<,23.0,<,23.0,<,4.5,<,9.1,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5,<,4.5
NECBSUS3-06,7/31/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,n,1.5,n,1.1,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
NECBSUS3-08,8/8/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,n,2.2,<,4.0,<,4.0,<,4.0,<,4.0,,9.8,n,2.3,n,4.0,<,4.0,<,4.0,<,4.0,,4.6,,55.0,<,4.0,n,3.5,<,4.0,<,4.0,<,4.0
NECBSUS3-09,8/14/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,5.2,n,7.3,<,3.7,<,3.7,<,3.7,<,3.7,,14.0,,47.0,,16.0,<,3.7,n,2.5,<,3.7,,45.0,,22.0,n,2.6,,17.0,<,3.7,<,3.7,<,3.7
NECBSUS3-10,8/15/2019,1100,<,8.7,<,8.7,<,8.7,<,22.0,<,22.0,n,2.2,n,3.1,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,n,1.4,<,4.3,<,4.3,<,4.3,<,4.3,n,2.9,n,2.4,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3
NECBSUS3-11,9/3/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,n,3.6,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
NECBSUS3-12,9/5/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
NECBSUS3-13,9/12/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,2.3,n,2.7,<,3.7,<,3.7,<,3.7,<,3.7,n,1.9,n,1.5,n,2.1,<,3.7,<,3.7,<,3.7,,6.7,,4.3,<,3.7,n,2.6,<,3.7,<,3.7,<,3.7
NECBSUS3-15,9/19/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,1.8,n,4.0,<,3.7,<,3.7,<,3.7,<,3.7,,3.7,n,3.0,,4.8,<,3.7,<,3.7,<,3.7,,11.0,,10.0,<,3.7,,5.6,<,3.7,<,3.7,<,3.7
NECBSUS3-16,9/26/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,6.0,n,2.4,<,3.7,<,3.7,<,3.7,<,3.7,n,1.5,n,1.5,n,2.6,<,3.7,<,3.7,<,3.7,,4.3,,4.8,<,3.7,n,2.8,<,3.7,<,3.7,<,3.7
NECBSUS3-17,10/8/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,,7.6,n,2.8,<,4.0,<,4.0,<,4.0,<,4.0,n,3.0,n,3.2,n,2.8,<,4.0,<,4.0,<,4.0,,26.0,,11.0,<,4.0,n,3.7,<,4.0,<,4.0,<,4.0
NECBSUS3-18,7/24/2019,1100,<,7.1,<,7.1,<,7.1,<,18.0,<,18.0,n,1.2,n,2.7,<,3.6,<,3.6,<,3.6,<,3.6,n,1.1,<,3.6,<,3.6,<,3.6,<,3.6,<,3.6,n,3.0,n,3.1,<,3.6,n,1.3,<,3.6,<,3.6,<,3.6
NECBSUS3-21,8/22/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
NECBSUS3-22,9/11/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
NECBSUS3-23,9/25/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
NECBSUS3-24,7/24/2019,1300,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,2.9,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.3,n,2.6,n,1.5,<,4.0,<,4.0,<,4.0,,7.7,n,2.7,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
NECBSUS3-25,8/21/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
NECBSUS3-27,9/24/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-01,8/5/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-02,8/5/2019,1500,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-03,8/6/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-04,8/6/2019,1500,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,n,1.0,n,3.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,,4.2,<,4.2,n,3.0,n,2.4,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
STRVPAS2-05,8/7/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-06,8/8/2019,1000,<,7.7,<,7.7,<,7.7,<,19.0,<,19.0,<,3.8,<,7.7,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8
STRVPAS2-07,8/8/2019,1300,<,7.7,<,7.7,<,7.7,<,19.0,<,19.0,<,3.8,<,7.7,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8
STRVPAS2-09,6/13/2019,1200,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-10,7/17/2019,1300,<,7.1,n,4.7,<,7.1,<,18.0,<,18.0,,1.1,n,2.3,<,3.6,<,3.6,<,3.6,<,3.6,<,3.6,n,3.3,<,3.6,<,3.6,<,3.6,<,3.6,,26.0,n,1.3,<,3.6,<,3.6,<,3.6,<,3.6,<,3.6
STRVPAS2-12,8/13/2019,1400,<,7.7,<,7.7,<,7.7,<,19.0,<,19.0,n,1.4,n,4.0,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8,n,2.0,,5.2,<,3.8,<,3.8,<,3.8,<,3.8,<,3.8
STRVPAS2-14,8/19/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,2.1,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.1,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.9,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-16,9/3/2019,1200,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,n,3.7,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.1,<,4.0,<,4.0,<,4.0,<,4.0,,4.1,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-17,9/4/2019,1200,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,<,8.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
STRVPAS2-18,9/5/2019,1200,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-20,7/15/2019,1200,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,1.7,n,4.8,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,,4.2,n,1.1,<,3.7,<,3.7,<,3.7,,6.7,n,2.2,<,3.7,n,1.8,<,3.7,<,3.7,<,3.7
STRVPAS2-21,7/16/2019,1300,<,7.4,<,15.0,<,7.4,<,19.0,<,19.0,n,1.2,n,4.1,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,7.4,<,3.7,,4.0,n,3.3,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-22,8/13/2019,1200,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-23,8/14/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,1.7,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,2.6,,8.3,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-25,8/20/2019,1300,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,3.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-26,8/22/2019,1200,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-27,6/3/2019,1200,<,9.1,<,9.1,<,9.1,<,23.0,<,23.0,n,3.4,n,2.7,<,4.5,<,4.5,<,4.5,n,2.9,n,2.0,,36.0,n,3.5,<,4.5,<,4.5,<,4.5,,98.0,n,3.3,n,2.6,n,3.2,<,4.5,<,4.5,<,4.5
STRVPAS2-28,6/4/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,,24.0,,8.4,<,4.0,<,4.0,<,4.0,<,4.0,,15.0,,81.0,,15.0,<,4.0,<,4.0,<,4.0,,9.2,,150.0,,12.0,,6.6,<,4.0,<,4.0,<,4.0
STRVPAS2-29,6/5/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,,4.2,,24.0,<,4.0,<,4.0,<,4.0,<,4.0,,58.0,,8.5,,37.0,<,4.0,<,4.0,<,4.0,<,4.0,,1500.0,n,2.7,,11.0,<,4.0,<,4.0,<,4.0
STRVPAS2-30,6/10/2019,1100,<,8.7,<,8.7,<,8.7,<,22.0,<,22.0,n,1.6,n,2.7,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,n,2.7,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3
STRVPAS2-31,8/15/2019,900,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,,5.1,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.8,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,,6.2,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-32,6/12/2019,1000,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,n,2.2,n,7.7,<,4.2,<,4.2,<,4.2,<,4.2,n,1.5,n,2.3,n,3.1,<,4.2,<,4.2,<,4.2,n,1.7,,12.0,<,4.2,,4.3,<,4.2,<,4.2,<,4.2
STRVPAS2-33,7/22/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,1.3,n,2.5,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.5,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-35,7/24/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,,17.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-36,7/30/2019,1200,<,8.7,<,8.7,<,8.7,<,22.0,<,22.0,<,4.3,<,8.7,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3,<,4.3
STRVPAS2-37,7/31/2019,1100,<,10.0,<,10.0,<,10.0,<,25.0,<,25.0,n,1.8,n,3.8,<,5.0,<,5.0,<,5.0,<,5.0,<,5.0,n,1.5,n,1.4,<,5.0,<,5.0,<,5.0,<,5.0,n,3.4,<,5.0,<,5.0,<,5.0,<,5.0,<,5.0
STRVPAS2-39,8/12/2019,1200,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,1.2,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-41,8/20/2019,1000,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,1.0,n,4.3,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-43,8/28/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-45,9/5/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,2.4,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-46,9/10/2019,1000,<,7.4,<,2.2,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-47,9/11/2019,1000,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,1.9,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-48,9/12/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,2.3,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,,3.9,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-49,9/17/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,1.5,n,4.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,,10.0,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-50,9/19/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-51,9/24/2019,1100,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,1.3,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,n,2.4,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
STRVPAS2-52,7/22/2019,1200,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,n,2.8,n,4.5,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,n,1.7,n,1.2,<,4.2,<,4.2,<,4.2,n,3.7,n,2.0,<,4.2,n,2.6,<,4.2,<,4.2,<,4.2
STRVPAS2-53,7/23/2019,800,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,n,2.2,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,n,1.1,<,3.7,<,3.7,<,3.7,<,3.7,n,1.7,n,2.1,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
STRVPAS2-54,7/23/2019,1200,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,n,2.2,n,2.2,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,n,1.2,n,1.1,<,3.7,,4.4,<,3.7,n,1.6,n,1.7,<,3.7,n,1.6,<,3.7,<,3.7,<,3.7
STRVPAS2-55,7/24/2019,900,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,n,2.5,n,2.5,<,4.0,<,4.0,<,4.0,<,4.0,n,1.4,n,2.7,n,2.3,<,4.0,<,4.0,<,4.0,,5.9,,5.0,<,4.0,n,3.2,<,4.0,<,4.0,<,4.0
STRVPAS2-56,7/29/2019,1200,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,<,8.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
STRVPAS2-57,7/30/2019,900,<,8.3,<,8.3,<,8.3,<,21.0,<,21.0,<,4.2,n,2.3,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2,n,1.4,<,4.2,<,4.2,<,4.2,<,4.2,<,4.2
STRVPAS2-59,7/31/2019,900,<,9.5,<,9.5,<,9.5,<,24.0,<,24.0,<,4.8,<,9.5,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8,<,4.8
SURFPAS1-01,10/28/2019,1000,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
SURFPAS1-02,10/28/2019,1800,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,8.2,,5.6,<,3.7,<,3.7,<,3.7,<,3.7,,5.3,,7.2,,8.1,<,3.7,,1.7,<,3.7,,31.0,,14.0,,1.2,,9.9,<,3.7,<,3.7,<,3.7
SURFPAS1-04,10/29/2019,1000,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,<,7.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,,2.3,<,3.7,<,3.7,<,3.7,<,3.7,,10.0,,3.5,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
SURFPAS1-05,10/29/2019,1700,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,5.9,,4.8,<,3.7,<,3.7,<,3.7,<,3.7,,1.5,,1.4,,2.2,<,3.7,<,3.7,<,3.7,,17.0,,3.7,<,3.7,,2.2,<,3.7,<,3.7,<,3.7
SURFPAS1-06,10/29/2019,1400,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,1.1,,4.2,<,3.7,<,3.7,<,3.7,<,3.7,,1.1,,1.6,,1.2,<,3.7,<,3.7,<,3.7,,12.0,,2.6,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
SURFPAS1-07,10/30/2019,1500,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,<,3.7,,9.4,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7,,1.0,<,3.7,<,3.7,<,3.7,<,3.7,,2.3,,1.8,<,3.7,<,3.7,<,3.7,<,3.7,<,3.7
SURFPAS1-10,10/30/2019,1000,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,4.9,,7.0,<,3.7,<,3.7,<,3.7,<,3.7,,3.5,,9.1,,5.2,<,3.7,,1.0,<,3.7,,32.0,,8.4,,1.0,,6.3,<,3.7,<,3.7,<,3.7
SURFPAS1-11,11/12/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,3.2,<,7.0,<,3.7,<,3.7,<,3.7,<,3.7,,2.9,,4.0,,3.8,<,3.7,<,3.7,<,3.7,,22.0,,5.6,<,3.7,,4.3,<,3.7,<,3.7,<,3.7
SURFPAS1-13,11/13/2019,1100,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,2.0,<,7.1,<,3.7,<,3.7,<,3.7,<,3.7,,2.0,,4.6,,2.4,<,3.7,<,3.7,<,3.7,,25.0,,6.0,<,3.7,,2.6,<,3.7,<,3.7,<,3.7
SURFPAS1-14,11/11/2019,1200,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,11.0,<,15.0,<,3.7,<,3.7,<,3.7,<,3.7,,6.0,,13.0,,11.0,<,3.7,,5.2,<,3.7,,48.0,,13.0,,1.0,,13.0,<,3.7,<,3.7,<,3.7
SURFPAS1-15,11/11/2019,900,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,,2.8,<,7.5,<,4.0,<,4.0,<,4.0,<,4.0,,1.8,,4.2,,2.4,<,4.0,<,4.0,<,4.0,,53.0,,5.1,<,4.0,,2.9,<,4.0,<,4.0,<,4.0
SURFPAS1-16,11/14/2019,1600,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,1.9,<,7.9,<,3.7,<,3.7,<,3.7,<,3.7,,2.9,,5.5,,4.5,<,3.7,<,3.7,<,3.7,,15.0,,5.4,<,3.7,,5.2,<,3.7,<,3.7,<,3.7
SURFPAS1-17,11/19/2019,1300,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,5.6,,6.1,<,3.7,<,3.7,<,3.7,<,3.7,,4.2,,5.5,,6.2,<,3.7,,1.5,<,3.7,,24.0,,9.5,<,3.7,,8.0,<,3.7,<,3.7,<,3.7
SURFPAS1-18,11/19/2019,900,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,9.4,,5.3,<,3.7,<,3.7,<,3.7,<,3.7,,3.4,,5.2,,6.9,<,3.7,,1.7,<,3.7,,10.0,,8.8,<,3.7,,11.0,<,3.7,<,3.7,<,3.7
SURFPAS1-20,12/3/2019,1400,<,8.0,<,8.0,<,8.0,<,20.0,<,20.0,<,4.0,<,8.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0,<,4.0
SURFPAS1-22,11/20/2019,1200,<,7.4,<,7.4,<,7.4,<,19.0,<,19.0,,20.0,,5.3,<,3.7,<,3.7,<,3.7,,1.8,,8.4,,16.0,,9.7,<,3.7,,1.7,<,3.7,,48.0,,19.0,,2.2,,10.0,<,3.7,<,3.7,<,3.7
